client1,client2,client3,bins,random_state,acc,mcc
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,0,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,0,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,0,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,1,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,1,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,1,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},5,0,0.4492753623188406,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},5,0,0.4492753623188406,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},5,2,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},5,2,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},5,2,0.5507246376811594,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,0,0.5652173913043478,0.13426304579032772
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,0,0.5652173913043478,0.13426304579032772
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,0,0.5652173913043478,0.13426304579032772
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,1,0.5555555555555556,0.07713959265774252
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,1,0.5555555555555556,0.07713959265774252
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,1,0.5555555555555556,0.07713959265774252
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,2,0.5555555555555556,0.07713959265774252
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,2,0.5555555555555556,0.07713959265774252
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},10,2,0.5555555555555556,0.07713959265774252
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,0,0.5990338164251208,0.24944674330776073
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,0,0.5990338164251208,0.24944674330776073
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,0,0.5990338164251208,0.24944674330776073
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,1,0.5893719806763285,0.22198795309908542
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,1,0.5893719806763285,0.22198795309908542
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,1,0.5893719806763285,0.22198795309908542
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,2,0.5893719806763285,0.22198795309908542
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,2,0.5893719806763285,0.22198795309908542
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},25,2,0.5893719806763285,0.22198795309908542
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,0,0.6376811594202898,0.3292074092682254
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,0,0.6376811594202898,0.3292074092682254
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,0,0.6376811594202898,0.3292074092682254
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,1,0.6086956521739131,0.247712850994974
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,1,0.6086956521739131,0.247712850994974
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,1,0.6086956521739131,0.247712850994974
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,2,0.6328502415458938,0.30768418273436515
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,2,0.6328502415458938,0.30768418273436515
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},50,2,0.6328502415458938,0.30768418273436515
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,0,0.6618357487922706,0.3439731810943116
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,0,0.6618357487922706,0.3439731810943116
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,0,0.6618357487922706,0.3439731810943116
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,1,0.6376811594202898,0.3099454790855426
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,1,0.6376811594202898,0.3099454790855426
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,1,0.6376811594202898,0.3099454790855426
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,2,0.6570048309178744,0.3335487831447738
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,2,0.6570048309178744,0.3335487831447738
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},100,2,0.6570048309178744,0.3335487831447738
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,0,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,0,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,0,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,0,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,0,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,0,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},5,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,0,0.5413793103448276,0.0634689010427667
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,0,0.5413793103448276,0.0634689010427667
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,0,0.5413793103448276,0.0634689010427667
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,1,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},10,2,0.5379310344827586,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,0,0.5655172413793104,0.1660007334554159
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,0,0.5655172413793104,0.1660007334554159
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,0,0.5655172413793104,0.1660007334554159
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,1,0.5655172413793104,0.1660007334554159
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,1,0.5655172413793104,0.1660007334554159
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,1,0.5655172413793104,0.1660007334554159
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,2,0.5517241379310345,0.10823881387007879
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,2,0.5517241379310345,0.10823881387007879
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},25,2,0.5517241379310345,0.10823881387007879
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,0,0.5620689655172414,0.1334695819998899
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,0,0.5620689655172414,0.1334695819998899
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,0,0.5620689655172414,0.1334695819998899
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,1,0.5758620689655173,0.18953350457316293
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,1,0.5758620689655173,0.18953350457316293
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,1,0.5758620689655173,0.18953350457316293
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,2,0.603448275862069,0.26548719859024206
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},50,2,0.603448275862069,0.26548719859024206
