client1,client2,bins,random_state,acc,mcc
{'group_PRJEB6070'},{'group_PRJEB27928'},2,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},2,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},2,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},2,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},2,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},2,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},5,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},5,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},5,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},5,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},5,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},5,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},10,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},10,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},10,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},10,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},10,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},10,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},25,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},25,0,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},25,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},25,1,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},25,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},25,2,0.5225,0.0
{'group_PRJEB6070'},{'group_PRJEB27928'},50,0,0.525,0.05236848517801941
{'group_PRJEB6070'},{'group_PRJEB27928'},50,0,0.525,0.05236848517801941
{'group_PRJEB6070'},{'group_PRJEB27928'},50,1,0.525,0.05236848517801941
{'group_PRJEB6070'},{'group_PRJEB27928'},50,1,0.525,0.05236848517801941
{'group_PRJEB6070'},{'group_PRJEB27928'},50,2,0.525,0.05236848517801941
{'group_PRJEB6070'},{'group_PRJEB27928'},50,2,0.525,0.05236848517801941
{'group_PRJEB6070'},{'group_PRJEB27928'},100,0,0.5325,0.10513295275273322
{'group_PRJEB6070'},{'group_PRJEB27928'},100,0,0.5325,0.10513295275273322
{'group_PRJEB6070'},{'group_PRJEB27928'},100,1,0.5325,0.10513295275273322
{'group_PRJEB6070'},{'group_PRJEB27928'},100,1,0.5325,0.10513295275273322
{'group_PRJEB6070'},{'group_PRJEB27928'},100,2,0.5375,0.12908743570266384
{'group_PRJEB6070'},{'group_PRJEB27928'},100,2,0.5375,0.12908743570266384
{'group_PRJEB6070'},{'group_PRJNA429097'},2,0,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},2,0,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},2,1,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},2,1,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},2,2,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},2,2,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},5,0,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},5,0,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},5,1,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},5,1,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},5,2,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},5,2,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},10,0,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},10,0,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},10,1,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},10,1,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},10,2,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},10,2,0.40425531914893614,0.0
{'group_PRJEB6070'},{'group_PRJNA429097'},25,0,0.5460992907801419,0.23931699766369785
{'group_PRJEB6070'},{'group_PRJNA429097'},25,0,0.5460992907801419,0.23931699766369785
{'group_PRJEB6070'},{'group_PRJNA429097'},25,1,0.5177304964539007,0.19888300019506433
{'group_PRJEB6070'},{'group_PRJNA429097'},25,1,0.5177304964539007,0.19888300019506433
{'group_PRJEB6070'},{'group_PRJNA429097'},25,2,0.4929078014184397,0.16163093434122677
{'group_PRJEB6070'},{'group_PRJNA429097'},25,2,0.4929078014184397,0.16163093434122677
{'group_PRJEB6070'},{'group_PRJNA429097'},50,0,0.599290780141844,0.29038053940399866
{'group_PRJEB6070'},{'group_PRJNA429097'},50,0,0.599290780141844,0.29038053940399866
{'group_PRJEB6070'},{'group_PRJNA429097'},50,1,0.5815602836879432,0.258487437066422
{'group_PRJEB6070'},{'group_PRJNA429097'},50,1,0.5815602836879432,0.258487437066422
{'group_PRJEB6070'},{'group_PRJNA429097'},50,2,0.6028368794326241,0.30046278730762893
{'group_PRJEB6070'},{'group_PRJNA429097'},50,2,0.6028368794326241,0.30046278730762893
{'group_PRJEB6070'},{'group_PRJNA429097'},100,0,0.6843971631205674,0.4039591797525711
{'group_PRJEB6070'},{'group_PRJNA429097'},100,0,0.6843971631205674,0.4039591797525711
{'group_PRJEB6070'},{'group_PRJNA429097'},100,1,0.6879432624113475,0.4094833550289032
{'group_PRJEB6070'},{'group_PRJNA429097'},100,1,0.6879432624113475,0.4094833550289032
{'group_PRJEB6070'},{'group_PRJNA429097'},100,2,0.6560283687943262,0.3563488690289344
{'group_PRJEB6070'},{'group_PRJNA429097'},100,2,0.6560283687943262,0.3563488690289344
{'group_PRJEB6070'},{'group_PRJEB10878'},2,0,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},2,0,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},2,1,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},2,1,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},2,2,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},2,2,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},5,0,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},5,0,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},5,1,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},5,1,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},5,2,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},5,2,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},10,0,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},10,0,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},10,1,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},10,1,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},10,2,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},10,2,0.4246575342465753,0.0
{'group_PRJEB6070'},{'group_PRJEB10878'},25,0,0.4712328767123288,0.1543634533219695
{'group_PRJEB6070'},{'group_PRJEB10878'},25,0,0.4712328767123288,0.1543634533219695
{'group_PRJEB6070'},{'group_PRJEB10878'},25,1,0.4684931506849315,0.13846822731117298
{'group_PRJEB6070'},{'group_PRJEB10878'},25,1,0.4684931506849315,0.13846822731117298
{'group_PRJEB6070'},{'group_PRJEB10878'},25,2,0.4767123287671233,0.15810688339729112
{'group_PRJEB6070'},{'group_PRJEB10878'},25,2,0.4767123287671233,0.15810688339729112
{'group_PRJEB6070'},{'group_PRJEB10878'},50,0,0.6164383561643836,0.3628892696280818
{'group_PRJEB6070'},{'group_PRJEB10878'},50,0,0.6164383561643836,0.3628892696280818
{'group_PRJEB6070'},{'group_PRJEB10878'},50,1,0.6136986301369863,0.3371190082204726
{'group_PRJEB6070'},{'group_PRJEB10878'},50,1,0.6136986301369863,0.3371190082204726
{'group_PRJEB6070'},{'group_PRJEB10878'},50,2,0.5342465753424658,0.2369719639085557
{'group_PRJEB6070'},{'group_PRJEB10878'},50,2,0.5342465753424658,0.2369719639085557
{'group_PRJEB6070'},{'group_PRJEB10878'},100,0,0.6410958904109589,0.3828031086632704
{'group_PRJEB6070'},{'group_PRJEB10878'},100,0,0.6410958904109589,0.3828031086632704
{'group_PRJEB6070'},{'group_PRJEB10878'},100,1,0.6657534246575343,0.41973422441697533
{'group_PRJEB6070'},{'group_PRJEB10878'},100,1,0.6657534246575343,0.41973422441697533
{'group_PRJEB6070'},{'group_PRJEB10878'},100,2,0.5671232876712329,0.2815851820039579
{'group_PRJEB6070'},{'group_PRJEB10878'},100,2,0.5671232876712329,0.2815851820039579
{'group_PRJEB6070'},{'group_PRJEB7774'},2,0,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},2,0,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},2,1,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},2,1,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},2,2,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},2,2,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},5,0,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},5,0,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},5,1,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},5,1,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},5,2,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},5,2,0.5343915343915344,0.0
{'group_PRJEB6070'},{'group_PRJEB7774'},10,0,0.5396825396825397,0.04698607462121113
{'group_PRJEB6070'},{'group_PRJEB7774'},10,0,0.5396825396825397,0.04698607462121113
{'group_PRJEB6070'},{'group_PRJEB7774'},10,1,0.5396825396825397,0.04698607462121113
{'group_PRJEB6070'},{'group_PRJEB7774'},10,1,0.5396825396825397,0.04698607462121113
{'group_PRJEB6070'},{'group_PRJEB7774'},10,2,0.582010582010582,0.20176008825662556
{'group_PRJEB6070'},{'group_PRJEB7774'},10,2,0.582010582010582,0.20176008825662556
{'group_PRJEB6070'},{'group_PRJEB7774'},25,0,0.6507936507936508,0.31573534515596186
{'group_PRJEB6070'},{'group_PRJEB7774'},25,0,0.6507936507936508,0.31573534515596186
{'group_PRJEB6070'},{'group_PRJEB7774'},25,1,0.6137566137566137,0.26173580391476814
{'group_PRJEB6070'},{'group_PRJEB7774'},25,1,0.6137566137566137,0.26173580391476814
{'group_PRJEB6070'},{'group_PRJEB7774'},25,2,0.6507936507936508,0.2982473092632617
{'group_PRJEB6070'},{'group_PRJEB7774'},25,2,0.6507936507936508,0.2982473092632617
{'group_PRJEB6070'},{'group_PRJEB7774'},50,0,0.6666666666666666,0.3406206216120586
{'group_PRJEB6070'},{'group_PRJEB7774'},50,0,0.6666666666666666,0.3406206216120586
{'group_PRJEB6070'},{'group_PRJEB7774'},50,1,0.6904761904761905,0.3879846558080691
{'group_PRJEB6070'},{'group_PRJEB7774'},50,1,0.6904761904761905,0.3879846558080691
{'group_PRJEB6070'},{'group_PRJEB7774'},50,2,0.6798941798941799,0.3566953412251961
{'group_PRJEB6070'},{'group_PRJEB7774'},50,2,0.6798941798941799,0.3566953412251961
{'group_PRJEB6070'},{'group_PRJEB7774'},100,0,0.6904761904761905,0.3867810406617003
{'group_PRJEB6070'},{'group_PRJEB7774'},100,0,0.6904761904761905,0.3867810406617003
{'group_PRJEB6070'},{'group_PRJEB7774'},100,1,0.6851851851851852,0.36483763306676925
{'group_PRJEB6070'},{'group_PRJEB7774'},100,1,0.6851851851851852,0.36483763306676925
{'group_PRJEB6070'},{'group_PRJEB7774'},100,2,0.6534391534391535,0.30496178303317584
{'group_PRJEB6070'},{'group_PRJEB7774'},100,2,0.6534391534391535,0.30496178303317584
{'group_PRJEB27928'},{'group_PRJNA429097'},5,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},5,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},5,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},5,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},5,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},5,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},10,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},10,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},10,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},10,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},10,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},10,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},25,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},25,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},25,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},25,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},25,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},25,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},50,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},50,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},50,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},50,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},50,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},50,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},100,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},100,0,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},100,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},100,1,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},100,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},100,2,0.5028571428571429,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},2,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},2,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},2,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},2,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},2,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},2,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},5,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},5,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},5,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},5,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},5,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},5,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},10,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},10,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},10,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},10,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},10,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},10,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},25,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},25,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},25,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},25,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},25,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},25,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},50,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},50,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},50,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},50,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},50,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},50,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},100,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},100,0,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},100,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},100,1,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},100,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},100,2,0.5034642032332564,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},2,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},2,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},2,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},2,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},2,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},2,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},5,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},5,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},5,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},5,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},5,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},5,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},10,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},10,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},10,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},10,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},10,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},10,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},25,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},25,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},25,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},25,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},25,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},25,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},50,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},50,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},50,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},50,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},50,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},50,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},100,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},100,0,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},100,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},100,1,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},100,2,0.47085201793721976,0.0
{'group_PRJEB27928'},{'group_PRJEB7774'},100,2,0.47085201793721976,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},2,0,0.4380952380952381,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},2,0,0.4380952380952381,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},2,1,0.4380952380952381,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},2,1,0.4380952380952381,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},2,2,0.4380952380952381,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},2,2,0.4380952380952381,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},5,0,0.44761904761904764,0.04630082428499613
{'group_PRJNA429097'},{'group_PRJEB10878'},5,0,0.44761904761904764,0.04630082428499613
{'group_PRJNA429097'},{'group_PRJEB10878'},5,1,0.46984126984126984,0.11683732055446608
{'group_PRJNA429097'},{'group_PRJEB10878'},5,1,0.46984126984126984,0.11683732055446608
{'group_PRJNA429097'},{'group_PRJEB10878'},5,2,0.46984126984126984,0.1283327622619727
{'group_PRJNA429097'},{'group_PRJEB10878'},5,2,0.46984126984126984,0.1283327622619727
{'group_PRJNA429097'},{'group_PRJEB10878'},10,0,0.6857142857142857,0.354805026014138
{'group_PRJNA429097'},{'group_PRJEB10878'},10,0,0.6857142857142857,0.354805026014138
{'group_PRJNA429097'},{'group_PRJEB10878'},10,1,0.6888888888888889,0.3726668072996691
{'group_PRJNA429097'},{'group_PRJEB10878'},10,1,0.6888888888888889,0.3726668072996691
{'group_PRJNA429097'},{'group_PRJEB10878'},10,2,0.6698412698412698,0.33534071861112874
{'group_PRJNA429097'},{'group_PRJEB10878'},10,2,0.6698412698412698,0.33534071861112874
{'group_PRJNA429097'},{'group_PRJEB10878'},25,0,0.6825396825396826,0.382939592736444
{'group_PRJNA429097'},{'group_PRJEB10878'},25,0,0.6825396825396826,0.382939592736444
{'group_PRJNA429097'},{'group_PRJEB10878'},25,1,0.6222222222222222,0.2615074490527866
{'group_PRJNA429097'},{'group_PRJEB10878'},25,1,0.6222222222222222,0.2615074490527866
{'group_PRJNA429097'},{'group_PRJEB10878'},25,2,0.6825396825396826,0.382939592736444
{'group_PRJNA429097'},{'group_PRJEB10878'},25,2,0.6825396825396826,0.382939592736444
{'group_PRJNA429097'},{'group_PRJEB10878'},50,0,0.6984126984126984,0.40355542481395856
{'group_PRJNA429097'},{'group_PRJEB10878'},50,0,0.6984126984126984,0.40355542481395856
{'group_PRJNA429097'},{'group_PRJEB10878'},50,1,0.6730158730158731,0.35881251210935794
