client1,client2,client3,random_state,acc,mcc
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},0,0.6859903381642513,0.427556966013723
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},0,0.6859903381642513,0.427556966013723
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},0,0.6859903381642513,0.427556966013723
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},1,0.6859903381642513,0.43264496280092285
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},1,0.6859903381642513,0.43264496280092285
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},1,0.6859903381642513,0.43264496280092285
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,0.6763285024154589,0.4120428217151646
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,0.6763285024154589,0.4120428217151646
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJNA429097'},2,0.6763285024154589,0.4120428217151646
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},0,0.6137931034482759,0.3314701908097021
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},0,0.6137931034482759,0.3314701908097021
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},0,0.6137931034482759,0.3314701908097021
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},1,0.6103448275862069,0.3256040245818854
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},1,0.6103448275862069,0.3256040245818854
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},1,0.6103448275862069,0.3256040245818854
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,0.6172413793103448,0.33730254158745016
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,0.6172413793103448,0.33730254158745016
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB10878'},2,0.6172413793103448,0.33730254158745016
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},0,0.594059405940594,0.2730002171452921
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},0,0.594059405940594,0.2730002171452921
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},0,0.594059405940594,0.2730002171452921
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},1,0.5973597359735974,0.27375178651570625
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},1,0.5973597359735974,0.27375178651570625
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},1,0.5973597359735974,0.27375178651570625
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},2,0.5775577557755776,0.2353556751895028
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},2,0.5775577557755776,0.2353556751895028
{'group_PRJEB6070'},{'group_PRJEB27928'},{'group_PRJEB7774'},2,0.5775577557755776,0.2353556751895028
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},0,0.5930232558139535,0.30450785140247405
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},0,0.5930232558139535,0.30450785140247405
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},0,0.5930232558139535,0.30450785140247405
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},1,0.5755813953488372,0.29315988222418427
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},1,0.5755813953488372,0.29315988222418427
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},1,0.5755813953488372,0.29315988222418427
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},2,0.5813953488372093,0.2895472687961227
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},2,0.5813953488372093,0.2895472687961227
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB10878'},2,0.5813953488372093,0.2895472687961227
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},0,0.5621621621621622,0.2920927419626464
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},0,0.5621621621621622,0.2920927419626464
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},0,0.5621621621621622,0.2920927419626464
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},1,0.5567567567567567,0.2834532084726404
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},1,0.5567567567567567,0.2834532084726404
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},1,0.5567567567567567,0.2834532084726404
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},2,0.518918918918919,0.21927616985988888
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},2,0.518918918918919,0.21927616985988888
{'group_PRJEB6070'},{'group_PRJNA429097'},{'group_PRJEB7774'},2,0.518918918918919,0.21927616985988888
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.5223880597014925,0.23500226292483725
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.5223880597014925,0.23500226292483725
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.5223880597014925,0.23500226292483725
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.5149253731343284,0.2091799560515874
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.5149253731343284,0.2091799560515874
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.5149253731343284,0.2091799560515874
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.503731343283582,0.19663166812539454
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.503731343283582,0.19663166812539454
{'group_PRJEB6070'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.503731343283582,0.19663166812539454
