clients,n_trees,max_depth,random_state,split,acc,mcc
2,50,10,2,2,0.8947368421052632,0.7738095238095238
2,50,10,2,3,0.9298245614035088,0.8492063492063492
2,50,10,2,4,0.9824561403508771,0.962621902223779
2,100,3,0,0,0.9298245614035088,0.851823761469308
2,100,3,0,1,0.9824561403508771,0.962621902223779
2,100,3,0,2,0.9298245614035088,0.8535639569308375
2,100,3,0,3,0.9649122807017544,0.9246031746031746
2,100,3,0,4,0.9821428571428571,0.9622504486493763
2,100,3,0,0,0.9473684210526315,0.8886350389948482
2,100,3,0,1,0.9649122807017544,0.9246031746031746
2,100,3,0,2,0.8947368421052632,0.7738095238095238
2,100,3,0,3,0.9298245614035088,0.8492063492063492
2,100,3,0,4,0.9473684210526315,0.8864143349643965
2,100,3,1,0,0.9473684210526315,0.8886350389948482
2,100,3,1,1,0.9298245614035088,0.8544784126535336
2,100,3,1,2,0.8947368421052632,0.7738095238095238
2,100,3,1,3,0.9473684210526315,0.8864143349643965
2,100,3,1,4,0.9473684210526315,0.8864143349643965
2,100,3,1,0,0.9298245614035088,0.851823761469308
2,100,3,1,1,0.9824561403508771,0.962621902223779
2,100,3,1,2,0.9298245614035088,0.8535639569308375
2,100,3,1,3,0.9649122807017544,0.9246031746031746
2,100,3,1,4,0.9821428571428571,0.9622504486493763
2,100,3,2,0,0.9298245614035088,0.851823761469308
2,100,3,2,1,0.9824561403508771,0.962621902223779
2,100,3,2,2,0.9298245614035088,0.8535639569308375
2,100,3,2,3,0.9649122807017544,0.9246031746031746
2,100,3,2,4,0.9464285714285714,0.8852704127574261
2,100,3,2,0,0.9298245614035088,0.8519480519480519
2,100,3,2,1,0.9298245614035088,0.8492063492063492
2,100,3,2,2,0.9122807017543859,0.8139267835041308
2,100,3,2,3,0.9298245614035088,0.8492063492063492
2,100,3,2,4,0.9473684210526315,0.8864143349643965
2,100,7,0,0,0.9298245614035088,0.851823761469308
2,100,7,0,1,0.9824561403508771,0.962621902223779
2,100,7,0,2,0.9298245614035088,0.8535639569308375
2,100,7,0,3,0.9649122807017544,0.9246031746031746
2,100,7,0,4,0.9821428571428571,0.9622504486493763
2,100,7,0,0,0.9473684210526315,0.8886350389948482
2,100,7,0,1,0.9473684210526315,0.8886350389948482
2,100,7,0,2,0.8947368421052632,0.7738095238095238
2,100,7,0,3,0.9298245614035088,0.8492063492063492
2,100,7,0,4,0.9649122807017544,0.9246031746031746
2,100,7,1,0,0.9473684210526315,0.8886350389948482
2,100,7,1,1,0.9298245614035088,0.8544784126535336
2,100,7,1,2,0.9122807017543859,0.8139267835041308
2,100,7,1,3,0.9473684210526315,0.8864143349643965
2,100,7,1,4,0.9649122807017544,0.9246031746031746
2,100,7,1,0,0.9298245614035088,0.851823761469308
2,100,7,1,1,0.9824561403508771,0.962621902223779
2,100,7,1,2,0.9298245614035088,0.8535639569308375
2,100,7,1,3,0.9649122807017544,0.9246031746031746
2,100,7,1,4,0.9821428571428571,0.9622504486493763
2,100,7,2,0,0.9298245614035088,0.851823761469308
2,100,7,2,1,0.9824561403508771,0.962621902223779
2,100,7,2,2,0.9298245614035088,0.8535639569308375
2,100,7,2,3,0.9649122807017544,0.9246031746031746
2,100,7,2,4,0.9642857142857143,0.9251247785330668
2,100,7,2,0,0.9473684210526315,0.8886350389948482
2,100,7,2,1,0.9473684210526315,0.8886350389948482
2,100,7,2,2,0.9122807017543859,0.8139267835041308
2,100,7,2,3,0.9298245614035088,0.8492063492063492
2,100,7,2,4,0.9649122807017544,0.9246031746031746
2,100,10,0,0,0.9298245614035088,0.851823761469308
2,100,10,0,1,0.9824561403508771,0.962621902223779
2,100,10,0,2,0.9298245614035088,0.8535639569308375
2,100,10,0,3,0.9649122807017544,0.9246031746031746
2,100,10,0,4,0.9821428571428571,0.9622504486493763
2,100,10,0,0,0.9473684210526315,0.8886350389948482
2,100,10,0,1,0.9473684210526315,0.8886350389948482
2,100,10,0,2,0.8947368421052632,0.7738095238095238
2,100,10,0,3,0.9298245614035088,0.8492063492063492
2,100,10,0,4,0.9649122807017544,0.9246031746031746
2,100,10,1,0,0.9473684210526315,0.8886350389948482
2,100,10,1,1,0.9298245614035088,0.8544784126535336
2,100,10,1,2,0.9122807017543859,0.8139267835041308
2,100,10,1,3,0.9473684210526315,0.8864143349643965
2,100,10,1,4,0.9649122807017544,0.9246031746031746
2,100,10,1,0,0.9298245614035088,0.851823761469308
2,100,10,1,1,0.9824561403508771,0.962621902223779
2,100,10,1,2,0.9298245614035088,0.8535639569308375
2,100,10,1,3,0.9649122807017544,0.9246031746031746
2,100,10,1,4,0.9821428571428571,0.9622504486493763
2,100,10,2,0,0.9298245614035088,0.851823761469308
2,100,10,2,1,0.9824561403508771,0.962621902223779
2,100,10,2,2,0.9298245614035088,0.8535639569308375
2,100,10,2,3,0.9473684210526315,0.8886350389948482
2,100,10,2,4,0.9642857142857143,0.9251247785330668
2,100,10,2,0,0.9473684210526315,0.8886350389948482
2,100,10,2,1,0.9473684210526315,0.8886350389948482
2,100,10,2,2,0.9122807017543859,0.8139267835041308
2,100,10,2,3,0.9298245614035088,0.8492063492063492
2,100,10,2,4,0.9649122807017544,0.9246031746031746
2,200,10,0,0,0.9298245614035088,0.851823761469308
2,200,10,0,1,0.9824561403508771,0.962621902223779
2,200,10,0,2,0.9298245614035088,0.8535639569308375
2,200,10,0,3,0.9649122807017544,0.9246031746031746
2,200,10,0,4,0.9821428571428571,0.9622504486493763
2,200,10,0,0,0.9473684210526315,0.8886350389948482
2,200,10,0,1,0.9473684210526315,0.8886350389948482
2,200,10,0,2,0.8947368421052632,0.7738095238095238
2,200,10,0,3,0.9298245614035088,0.8492063492063492
2,200,10,0,4,0.9649122807017544,0.9246031746031746
2,200,10,1,0,0.9473684210526315,0.8886350389948482
2,200,10,1,1,0.9298245614035088,0.8544784126535336
2,200,10,1,2,0.9122807017543859,0.8139267835041308
2,200,10,1,3,0.9473684210526315,0.8864143349643965
2,200,10,1,4,0.9649122807017544,0.9246031746031746
2,200,10,1,0,0.9298245614035088,0.851823761469308
2,200,10,1,1,0.9824561403508771,0.962621902223779
2,200,10,1,2,0.9298245614035088,0.8535639569308375
2,200,10,1,3,0.9473684210526315,0.8886350389948482
2,200,10,1,4,0.9821428571428571,0.9622504486493763
2,200,10,2,0,0.9473684210526315,0.8886350389948482
2,200,10,2,1,0.9298245614035088,0.8492063492063492
2,200,10,2,2,0.9122807017543859,0.8139267835041308
2,200,10,2,3,0.9298245614035088,0.8492063492063492
2,200,10,2,4,0.9649122807017544,0.9246031746031746
2,200,10,2,0,0.9298245614035088,0.851823761469308
2,200,10,2,1,0.9824561403508771,0.962621902223779
2,200,10,2,2,0.9298245614035088,0.8535639569308375
2,200,10,2,3,0.9649122807017544,0.9246031746031746
2,200,10,2,4,0.9821428571428571,0.9622504486493763
3,5,10,0,0,1.0,1.0
3,5,10,0,1,0.8947368421052632,0.7738095238095238
3,5,10,0,2,0.868421052631579,0.7154191744410605
3,5,10,0,3,0.9736842105263158,0.9457507306074072
3,5,10,0,4,0.8918918918918919,0.7701863354037267
3,5,10,0,0,0.9473684210526315,0.8975670439947498
3,5,10,0,1,0.868421052631579,0.7391561905869195
3,5,10,0,2,0.9736842105263158,0.9441549509633318
3,5,10,0,3,0.8421052631578947,0.6547702297173061
3,5,10,0,4,0.9736842105263158,0.9457507306074072
3,5,10,0,0,1.0,1.0
3,5,10,0,1,0.8947368421052632,0.7738095238095238
3,5,10,0,2,0.868421052631579,0.7154191744410605
3,5,10,0,3,0.9736842105263158,0.9457507306074072
3,5,10,0,4,0.8918918918918919,0.7701863354037267
3,5,10,0,0,0.9210526315789473,0.8379188724993879
3,5,10,0,1,0.8947368421052632,0.7738095238095238
3,5,10,0,2,0.9736842105263158,0.9441549509633318
3,5,10,0,3,0.9473684210526315,0.8894991799933215
3,5,10,0,4,0.9473684210526315,0.8869047619047619
3,5,10,0,0,0.9473684210526315,0.8975670439947498
3,5,10,0,1,0.868421052631579,0.7391561905869195
3,5,10,0,2,0.9736842105263158,0.9441549509633318
3,5,10,0,3,0.8421052631578947,0.6547702297173061
3,5,10,0,4,0.9736842105263158,0.9457507306074072
3,5,10,0,0,0.9210526315789473,0.8379188724993879
3,5,10,0,1,0.8947368421052632,0.7738095238095238
3,5,10,0,2,0.9736842105263158,0.9441549509633318
3,5,10,0,3,0.9473684210526315,0.8894991799933215
3,5,10,0,4,0.9473684210526315,0.8869047619047619
3,5,10,1,0,0.8947368421052632,0.7892891148779229
3,5,10,1,1,0.9210526315789473,0.8341403959394523
3,5,10,1,2,0.9736842105263158,0.9457507306074072
3,5,10,1,3,0.9473684210526315,0.8894991799933215
3,5,10,1,4,0.8947368421052632,0.7738095238095238
3,5,10,1,0,1.0,1.0
3,5,10,1,1,0.8947368421052632,0.7738095238095238
3,5,10,1,2,0.8421052631578947,0.6761234037828132
3,5,10,1,3,0.9736842105263158,0.9441549509633318
3,5,10,1,4,0.972972972972973,0.9448564034753673
3,5,10,1,0,1.0,1.0
3,5,10,1,1,0.8947368421052632,0.7738095238095238
3,5,10,1,2,0.8421052631578947,0.6761234037828132
3,5,10,1,3,0.9736842105263158,0.9441549509633318
3,5,10,1,4,0.972972972972973,0.9448564034753673
3,5,10,1,0,0.9210526315789473,0.8379188724993879
3,5,10,1,1,0.8947368421052632,0.8050764858994133
3,5,10,1,2,0.9736842105263158,0.9441549509633318
3,5,10,1,3,0.8947368421052632,0.7721347048553138
3,5,10,1,4,1.0,1.0
3,5,10,1,0,0.8947368421052632,0.7892891148779229
3,5,10,1,1,0.9210526315789473,0.8341403959394523
3,5,10,1,2,0.9736842105263158,0.9457507306074072
3,5,10,1,3,0.9473684210526315,0.8894991799933215
3,5,10,1,4,0.8947368421052632,0.7738095238095238
3,5,10,1,0,0.9210526315789473,0.8379188724993879
3,5,10,1,1,0.8947368421052632,0.8050764858994133
3,5,10,1,2,0.9736842105263158,0.9441549509633318
3,5,10,1,3,0.8947368421052632,0.7721347048553138
3,5,10,1,4,1.0,1.0
3,5,10,2,0,1.0,1.0
3,5,10,2,1,0.8947368421052632,0.7738095238095238
3,5,10,2,2,0.9210526315789473,0.8291617197562594
3,5,10,2,3,0.9473684210526315,0.8869047619047619
3,5,10,2,4,0.8648648648648649,0.7117751126385615
3,5,10,2,0,0.868421052631579,0.7434307035293071
3,5,10,2,1,0.9210526315789473,0.8341403959394523
3,5,10,2,2,0.9210526315789473,0.8341403959394523
3,5,10,2,3,0.9210526315789473,0.8291617197562594
3,5,10,2,4,0.9473684210526315,0.8894991799933215
3,5,10,2,0,0.8947368421052632,0.7797101449275362
3,5,10,2,1,0.8947368421052632,0.8050764858994133
3,5,10,2,2,0.9736842105263158,0.9441549509633318
3,5,10,2,3,0.868421052631579,0.729396808625797
3,5,10,2,4,0.9736842105263158,0.9457507306074072
3,5,10,2,0,0.868421052631579,0.7434307035293071
3,5,10,2,1,0.9210526315789473,0.8341403959394523
3,5,10,2,2,0.9210526315789473,0.8341403959394523
3,5,10,2,3,0.9210526315789473,0.8291617197562594
3,5,10,2,4,0.9473684210526315,0.8894991799933215
3,5,10,2,0,0.8947368421052632,0.7797101449275362
3,5,10,2,1,0.8947368421052632,0.8050764858994133
3,5,10,2,2,0.9736842105263158,0.9441549509633318
3,5,10,2,3,0.868421052631579,0.729396808625797
3,5,10,2,4,0.9736842105263158,0.9457507306074072
3,5,10,2,0,1.0,1.0
3,5,10,2,1,0.8947368421052632,0.7738095238095238
3,5,10,2,2,0.9210526315789473,0.8291617197562594
3,5,10,2,3,0.9473684210526315,0.8869047619047619
3,5,10,2,4,0.8648648648648649,0.7117751126385615
3,10,10,0,0,0.9210526315789473,0.8512565307587486
3,10,10,0,1,0.9210526315789473,0.8341403959394523
3,10,10,0,2,0.9736842105263158,0.9457507306074072
3,10,10,0,3,0.9473684210526315,0.8869047619047619
3,10,10,0,4,0.9736842105263158,0.9457507306074072
3,10,10,0,0,1.0,1.0
3,10,10,0,1,0.8947368421052632,0.8050764858994133
3,10,10,0,2,0.9736842105263158,0.9441549509633318
3,10,10,0,3,0.8947368421052632,0.7738095238095238
3,10,10,0,4,0.9736842105263158,0.9457507306074072
3,10,10,0,0,1.0,1.0
3,10,10,0,1,0.8947368421052632,0.7738095238095238
3,10,10,0,2,0.8947368421052632,0.7721347048553138
3,10,10,0,3,0.9210526315789473,0.8341403959394523
3,10,10,0,4,0.9459459459459459,0.8850931677018633
3,10,10,1,0,1.0,1.0
3,10,10,1,1,0.9210526315789473,0.8341403959394523
3,10,10,1,2,0.9210526315789473,0.835710894037345
3,10,10,1,3,0.9473684210526315,0.8869047619047619
3,10,10,1,4,0.972972972972973,0.9448564034753673
3,10,10,1,0,0.8947368421052632,0.7892891148779229
3,10,10,1,1,0.8947368421052632,0.8050764858994133
3,10,10,1,2,0.9736842105263158,0.9441549509633318
3,10,10,1,3,0.8947368421052632,0.7721347048553138
3,10,10,1,4,1.0,1.0
3,10,10,1,0,0.8947368421052632,0.7892891148779229
3,10,10,1,1,0.9210526315789473,0.8341403959394523
3,10,10,1,2,0.9736842105263158,0.9457507306074072
3,10,10,1,3,0.9210526315789473,0.8291617197562594
3,10,10,1,4,0.8947368421052632,0.7850960525237098
3,10,10,2,0,1.0,1.0
3,10,10,2,1,0.8947368421052632,0.7738095238095238
3,10,10,2,2,0.9473684210526315,0.8894991799933215
3,10,10,2,3,0.9473684210526315,0.8869047619047619
3,10,10,2,4,0.918918918918919,0.8313509264344952
3,10,10,2,0,0.8947368421052632,0.7797101449275362
3,10,10,2,1,0.8947368421052632,0.8050764858994133
3,10,10,2,2,0.9736842105263158,0.9441549509633318
3,10,10,2,3,0.9210526315789473,0.835710894037345
3,10,10,2,4,0.9736842105263158,0.9457507306074072
3,10,10,2,0,0.8947368421052632,0.8075728530872482
3,10,10,2,1,0.9210526315789473,0.8341403959394523
3,10,10,2,2,0.9736842105263158,0.9457507306074072
3,10,10,2,3,0.9473684210526315,0.8894991799933215
3,10,10,2,4,0.9473684210526315,0.8869047619047619
3,50,10,0,0,0.9473684210526315,0.8898550724637682
3,50,10,0,1,0.8947368421052632,0.8050764858994133
3,50,10,0,2,0.9736842105263158,0.9441549509633318
3,50,10,0,3,0.9473684210526315,0.8894991799933215
3,50,10,0,4,1.0,1.0
3,50,10,0,0,0.9473684210526315,0.8975670439947498
3,50,10,0,1,0.9210526315789473,0.8341403959394523
3,50,10,0,2,0.9736842105263158,0.9457507306074072
3,50,10,0,3,0.9473684210526315,0.8894991799933215
3,50,10,0,4,0.9210526315789473,0.8341403959394523
3,50,10,0,0,1.0,1.0
3,50,10,0,1,0.8947368421052632,0.7738095238095238
3,50,10,0,2,0.9210526315789473,0.835710894037345
3,50,10,0,3,0.9210526315789473,0.8341403959394523
3,50,10,0,4,0.972972972972973,0.9448564034753673
3,50,10,1,0,0.8947368421052632,0.8075728530872482
3,50,10,1,1,0.9210526315789473,0.8341403959394523
3,50,10,1,2,0.9736842105263158,0.9457507306074072
3,50,10,1,3,0.9210526315789473,0.8291617197562594
3,50,10,1,4,0.8947368421052632,0.7850960525237098
3,50,10,1,0,0.8947368421052632,0.7797101449275362
3,50,10,1,1,0.8947368421052632,0.8050764858994133
3,50,10,1,2,1.0,1.0
3,50,10,1,3,0.9210526315789473,0.835710894037345
3,50,10,1,4,1.0,1.0
3,50,10,1,0,1.0,1.0
3,50,10,1,1,0.8947368421052632,0.7738095238095238
3,50,10,1,2,0.9473684210526315,0.8894991799933215
3,50,10,1,3,0.9210526315789473,0.8341403959394523
3,50,10,1,4,0.972972972972973,0.9448564034753673
3,50,10,2,0,1.0,1.0
3,50,10,2,1,0.8947368421052632,0.7738095238095238
3,50,10,2,2,0.9210526315789473,0.835710894037345
3,50,10,2,3,0.9473684210526315,0.8955910525085282
3,50,10,2,4,0.972972972972973,0.9448564034753673
3,50,10,2,0,0.9210526315789473,0.8379188724993879
3,50,10,2,1,0.8947368421052632,0.8050764858994133
3,50,10,2,2,0.9736842105263158,0.9441549509633318
3,50,10,2,3,0.9473684210526315,0.8894991799933215
3,50,10,2,4,1.0,1.0
3,50,10,2,0,0.9210526315789473,0.8512565307587486
3,50,10,2,1,0.9210526315789473,0.8341403959394523
3,50,10,2,2,0.9473684210526315,0.8869047619047619
3,50,10,2,3,0.9473684210526315,0.8894991799933215
3,50,10,2,4,0.9210526315789473,0.8341403959394523
3,100,3,0,0,1.0,1.0
3,100,3,0,1,0.8947368421052632,0.7738095238095238
3,100,3,0,2,0.9210526315789473,0.835710894037345
3,100,3,0,3,0.8947368421052632,0.7850960525237098
3,100,3,0,4,0.972972972972973,0.9448564034753673
3,100,3,0,0,0.8947368421052632,0.7797101449275362
3,100,3,0,1,0.8947368421052632,0.8050764858994133
3,100,3,0,2,0.9736842105263158,0.9441549509633318
3,100,3,0,3,0.9210526315789473,0.835710894037345
3,100,3,0,4,1.0,1.0
3,100,3,0,0,0.9210526315789473,0.8512565307587486
3,100,3,0,1,0.9210526315789473,0.8341403959394523
3,100,3,0,2,0.9736842105263158,0.9457507306074072
3,100,3,0,3,0.9210526315789473,0.8291617197562594
3,100,3,0,4,0.9210526315789473,0.8341403959394523
3,100,3,1,0,0.9210526315789473,0.8512565307587486
3,100,3,1,1,0.9210526315789473,0.8341403959394523
3,100,3,1,2,0.9736842105263158,0.9457507306074072
3,100,3,1,3,0.9210526315789473,0.8291617197562594
3,100,3,1,4,0.9210526315789473,0.8341403959394523
3,100,3,1,0,1.0,1.0
3,100,3,1,1,0.8947368421052632,0.7738095238095238
3,100,3,1,2,0.9210526315789473,0.835710894037345
3,100,3,1,3,0.8947368421052632,0.7850960525237098
3,100,3,1,4,0.972972972972973,0.9448564034753673
3,100,3,1,0,0.9210526315789473,0.8341403959394523
3,100,3,1,1,0.8947368421052632,0.8050764858994133
3,100,3,1,2,1.0,1.0
3,100,3,1,3,0.9210526315789473,0.835710894037345
3,100,3,1,4,1.0,1.0
3,100,3,2,0,1.0,1.0
3,100,3,2,1,0.8947368421052632,0.7738095238095238
3,100,3,2,2,0.9210526315789473,0.835710894037345
3,100,3,2,3,0.8947368421052632,0.7850960525237098
3,100,3,2,4,0.9459459459459459,0.893819357296686
3,100,3,2,0,0.9210526315789473,0.8379188724993879
3,100,3,2,1,0.868421052631579,0.7391561905869195
3,100,3,2,2,1.0,1.0
3,100,3,2,3,0.9473684210526315,0.8894991799933215
3,100,3,2,4,1.0,1.0
3,100,3,2,0,0.9210526315789473,0.8512565307587486
3,100,3,2,1,0.9210526315789473,0.8341403959394523
3,100,3,2,2,0.9736842105263158,0.9457507306074072
3,100,3,2,3,0.9210526315789473,0.8291617197562594
3,100,3,2,4,0.8947368421052632,0.7850960525237098
3,100,7,0,0,0.8947368421052632,0.7797101449275362
3,100,7,0,1,0.8947368421052632,0.8050764858994133
3,100,7,0,2,0.9736842105263158,0.9441549509633318
3,100,7,0,3,0.9210526315789473,0.835710894037345
3,100,7,0,4,1.0,1.0
3,100,7,0,0,1.0,1.0
3,100,7,0,1,0.8947368421052632,0.7738095238095238
3,100,7,0,2,0.9210526315789473,0.835710894037345
3,100,7,0,3,0.8947368421052632,0.7850960525237098
3,100,7,0,4,0.972972972972973,0.9448564034753673
3,100,7,0,0,0.9473684210526315,0.8975670439947498
3,100,7,0,1,0.9210526315789473,0.8341403959394523
3,100,7,0,2,0.9736842105263158,0.9457507306074072
3,100,7,0,3,0.9473684210526315,0.8869047619047619
3,100,7,0,4,0.9210526315789473,0.8341403959394523
3,100,7,1,0,1.0,1.0
3,100,7,1,1,0.8947368421052632,0.7738095238095238
3,100,7,1,2,0.9210526315789473,0.835710894037345
3,100,7,1,3,0.9210526315789473,0.8341403959394523
3,100,7,1,4,0.972972972972973,0.9448564034753673
3,100,7,1,0,0.9210526315789473,0.8512565307587486
3,100,7,1,1,0.9210526315789473,0.8341403959394523
3,100,7,1,2,0.9736842105263158,0.9457507306074072
3,100,7,1,3,0.9210526315789473,0.8291617197562594
3,100,7,1,4,0.9210526315789473,0.8341403959394523
3,100,7,1,0,0.9210526315789473,0.8379188724993879
3,100,7,1,1,0.8947368421052632,0.8050764858994133
3,100,7,1,2,1.0,1.0
3,100,7,1,3,0.9210526315789473,0.835710894037345
3,100,7,1,4,1.0,1.0
3,100,7,2,0,0.9473684210526315,0.8975670439947498
3,100,7,2,1,0.8947368421052632,0.8050764858994133
3,100,7,2,2,1.0,1.0
3,100,7,2,3,0.9473684210526315,0.8894991799933215
3,100,7,2,4,1.0,1.0
3,100,7,2,0,0.9210526315789473,0.8512565307587486
3,100,7,2,1,0.9210526315789473,0.8341403959394523
3,100,7,2,2,0.9736842105263158,0.9457507306074072
3,100,7,2,3,0.9210526315789473,0.8291617197562594
3,100,7,2,4,0.9210526315789473,0.8341403959394523
3,100,7,2,0,1.0,1.0
3,100,7,2,1,0.8947368421052632,0.7738095238095238
3,100,7,2,2,0.8947368421052632,0.7721347048553138
3,100,7,2,3,0.8947368421052632,0.7850960525237098
3,100,7,2,4,0.9459459459459459,0.893819357296686
3,100,10,0,0,1.0,1.0
3,100,10,0,1,0.8947368421052632,0.7738095238095238
3,100,10,0,2,0.9210526315789473,0.835710894037345
3,100,10,0,3,0.8947368421052632,0.7850960525237098
3,100,10,0,4,0.972972972972973,0.9448564034753673
3,100,10,0,0,0.9473684210526315,0.8975670439947498
3,100,10,0,1,0.9210526315789473,0.8341403959394523
3,100,10,0,2,0.9736842105263158,0.9457507306074072
3,100,10,0,3,0.9473684210526315,0.8869047619047619
3,100,10,0,4,0.9210526315789473,0.8341403959394523
3,100,10,0,0,0.8947368421052632,0.7797101449275362
3,100,10,0,1,0.8947368421052632,0.8050764858994133
3,100,10,0,2,0.9736842105263158,0.9441549509633318
3,100,10,0,3,0.9210526315789473,0.835710894037345
3,100,10,0,4,1.0,1.0
3,100,10,1,0,0.9210526315789473,0.8379188724993879
3,100,10,1,1,0.8947368421052632,0.8050764858994133
3,100,10,1,2,1.0,1.0
3,100,10,1,3,0.9210526315789473,0.835710894037345
3,100,10,1,4,1.0,1.0
3,100,10,1,0,0.9210526315789473,0.8512565307587486
3,100,10,1,1,0.9210526315789473,0.8341403959394523
3,100,10,1,2,0.9736842105263158,0.9457507306074072
3,100,10,1,3,0.9210526315789473,0.8291617197562594
3,100,10,1,4,0.9210526315789473,0.8341403959394523
3,100,10,1,0,1.0,1.0
3,100,10,1,1,0.8947368421052632,0.7738095238095238
3,100,10,1,2,0.9210526315789473,0.835710894037345
3,100,10,1,3,0.9210526315789473,0.8341403959394523
3,100,10,1,4,0.972972972972973,0.9448564034753673
3,100,10,2,0,1.0,1.0
3,100,10,2,1,0.8947368421052632,0.7738095238095238
3,100,10,2,2,0.8947368421052632,0.7721347048553138
3,100,10,2,3,0.8947368421052632,0.7850960525237098
3,100,10,2,4,0.9459459459459459,0.893819357296686
3,100,10,2,0,0.9210526315789473,0.8512565307587486
